"package","fun","args","calls"
"terra","xapp","fun",1
"terra","zonal","na.rm",5
"terra","zonal","as.raster",1
"terra","zonal","as.raster na.rm",1
"terra","zonal","exact",1
"terra","zonal","na.rm w",1
"terra","zonal","w",1
"tmap","opt_tm_text","remove_overlap",1
"tmap","qtm","bbox",1
"tmap","qtm","col",1
"tmap","qtm","crs fill style",1
"tmap","qtm","shape.crs style",1
"tmap","qtm","size size.legend",1
"tmap","tm_add_legend","bg.alpha bg.color col labels lty lwd type",1
"tmap","tm_animate","frames",2
"tmap","tm_borders","lwd",4
"tmap","tm_borders","col lwd",2
"tmap","tm_borders","alpha",1
"tmap","tm_bubbles","size size.legend size.scale",2
"tmap","tm_bubbles","size",1
"tmap","tm_circles","col fill size",3
"tmap","tm_circles","size size.scale",1
"tmap","tm_compass","position",2
"tmap","tm_crs","property",1
"tmap","tm_facets","by",3
"tmap","tm_fill","col convert2density style title",1
"tmap","tm_fill","id title",1
"tmap","tm_format","inner.margins",1
"tmap","tm_graticules","labels.pos",1
"tmap","tm_graticules","ticks",1
"tmap","tm_grid","crs",1
"tmap","tm_grid","crs labels.inside.frame",1
"tmap","tm_grid","labels.inside.frame",1
"tmap","tm_inset","height position width",2
"tmap","tm_layout","panel.labels",3
"tmap","tm_layout","frame",2
"tmap","tm_layout","bg.color frame.lwd inner.margins outer.bg.color",1
"tmap","tm_layout","inner.margins",1
"tmap","tm_legend","frame",2
"tmap","tm_legend","bg.color show title title.color",1
"tmap","tm_legend","frame orientation position title",1
"tmap","tm_lines","col col.scale lty lty.legend lwd",1
"tmap","tm_lines","col col.scale lwd lwd.scale",1
"tmap","tm_logo","height position",1
"tmap","tm_polygons","fill fill.scale",3
"tmap","tm_polygons","fill",2
"tmap","tm_polygons","fill zindex",2
"tmap","tm_polygons","fill.scale",2
"tmap","tm_polygons","fill.scale fill_alpha.scale",2
"tmap","tm_polygons","col col_alpha fill lty lwd",1
"tmap","tm_polygons","col fill",1
"tmap","tm_polygons","col fill fill.scale",1
"tmap","tm_polygons","fill fill.legend fill.scale",1
"tmap","tm_polygons","fill fill.legend fill.scale id",1
"tmap","tm_polygons","fill.chart fill.scale",1
"tmap","tm_polygons","fill.legend fill.scale",1
"tmap","tm_polygons","zindex",1
"tmap","tm_pos_in","pos.h pos.v",1
"tmap","tm_pos_out","pos.v",1
"tmap","tm_raster","col.scale",1
"tmap","tm_rgb","col",4
"tmap","tm_rgb","col.scale",2
"tmap","tm_scale","values",3
"tmap","tm_scale_asis","value.neutral values.scale",1
"tmap","tm_scale_categorical","values",5
"tmap","tm_scale_continuous","values",2
"tmap","tm_scale_continuous","values.scale",2
"tmap","tm_scale_continuous","labels limits outliers.trunc ticks values.scale",1
"tmap","tm_scale_continuous","midpoint values",1
"tmap","tm_scale_continuous_pseudo_log","values",1
"tmap","tm_scale_intervals","midpoint values",2
"tmap","tm_scale_intervals","label.format",1
"tmap","tm_scale_intervals","n style values",1
"tmap","tm_scale_intervals","values",1
"tmap","tm_scale_rgb","probs stretch",1
"tmap","tm_scale_rgb","stretch",1
"tmap","tm_scalebar","position",1
"tmap","tm_shape","crs",4
"tmap","tm_shape","bbox",2
"tmap","tm_shape","id",2
"tmap","tm_shape","bb crs",1
"tmap","tm_shape","crs filter",1
"tmap","tm_symbols","size size.free size.legend",2
"tmap","tm_symbols","col fill lwd shape shape.scale size",1
"tmap","tm_text","angle col col.legend col.scale size size.legend text",1
"tmap","tm_text","col col.legend col.scale size size.legend size.scale",1
"tmap","tm_text","options",1
"tmap","tm_text","ymod",1
"tmap","tm_title","frame position",1
"tmap","tm_title_out","position",1
"tmap","tm_vars","multivariate",5
"tmap","tm_vars","dimvalues multivariate",1
"tmap","tmapOutput","height",2
"tmap","tmap_animation","filename",2
"tmap","tmap_arrange","nrow",1
"tmap","tmap_leaflet","show",1
"tmap","tmap_options","bg.color compass.type frame.color frame.lwd legend.bg.color legend.position outer.bg.color",1
"tmap","tmap_save","asp height width",2
"tmap","tmap_save","height",1
"tmap","tmap_save","height scale",1
"vapour","gdal_raster_data","options target_res",1
"vapour","gdal_raster_data","target_crs target_dim target_ext",1
"vapour","gdal_raster_data","target_crs target_res",1
"vapour","gdal_raster_data","target_res",1
"vapour","gdal_raster_dsn","out_dsn",1
"vapour","vapour_create","dimension extent",1
"vapour","vapour_create","dimension extent projection",1
"vapour","vapour_geom_summary","layer",4
"vapour","vapour_geom_summary","limit_n",4
"vapour","vapour_geom_summary","limit_n skip_n",4
"vapour","vapour_geom_summary","extent",1
"vapour","vapour_geom_summary","extent sql",1
"vapour","vapour_geom_summary","skip_n",1
"vapour","vapour_layer_info","count",4
"vapour","vapour_layer_info","extent sql",1
"vapour","vapour_read_attributes","limit_n skip_n",3
"vapour","vapour_read_attributes","extent",2
"vapour","vapour_read_attributes","layer",2
"vapour","vapour_read_attributes","extent sql",1
"vapour","vapour_read_attributes","limit_n",1
"vapour","vapour_read_extent","limit_n skip_n",2
"vapour","vapour_read_extent","extent",1
"vapour","vapour_read_extent","extent sql",1
"vapour","vapour_read_extent","layer",1
"vapour","vapour_read_extent","limit_n",1
"vapour","vapour_read_fields","sql",9
"vapour","vapour_read_geometry","limit_n skip_n",3
"vapour","vapour_read_geometry","limit_n",1
"vapour","vapour_read_geometry_ia","ia",6
"vapour","vapour_read_geometry_ij","ij",8
"vapour","vapour_read_geometry_text","textformat",11
"vapour","vapour_read_geometry_text","extent",3
"vapour","vapour_read_geometry_text","extent sql",3
"vapour","vapour_read_geometry_text","limit_n skip_n",2
"vapour","vapour_read_geometry_text","sql",2
"vapour","vapour_read_geometry_text","limit_n",1
"vapour","vapour_read_names","limit_n skip_n",5
"vapour","vapour_read_names","sql",2
"vapour","vapour_read_names","limit_n",1
"vapour","vapour_read_names","limit_n skip_n sql",1
"vapour","vapour_read_names","skip_n",1
"vapour","vapour_read_raster","window",15
"vapour","vapour_read_raster","band native",4
"vapour","vapour_read_raster","resample window",3
"vapour","vapour_read_raster","band_output_type window",2
"vapour","vapour_read_raster","native",2
"vapour","vapour_read_raster_block","band dimension",5
"vapour","vapour_read_raster_chr","window",2
"vapour","vapour_read_raster_dbl","window",2
"vapour","vapour_read_raster_dbl","native",1
"vapour","vapour_read_raster_hex","window",1
"vapour","vapour_read_raster_int","window",3
"vapour","vapour_read_raster_raw","window",3
"vapour","vapour_read_type","limit_n skip_n",1
"vapour","vapour_report_fields","sql",1
"vapour","vapour_vrt","bands geolocation",2
"vapour","vapour_vrt","bands",1
"vapour","vapour_warp_raster","bands dimension extent",5
"vapour","vapour_warp_raster","dimension extent projection",3
"vapour","vapour_warp_raster","dimension extent projection source_projection",3
"vapour","vapour_warp_raster","band_output_type dimension extent",2
"vapour","vapour_warp_raster","dimension extent projection source_wkt",2
"vapour","vapour_warp_raster","band dimension extent projection source_projection",1
"vapour","vapour_warp_raster","band_output_type bands dimension extent",1
"vapour","vapour_warp_raster","bands dimension extent projection warp_options",1
"vapour","vapour_warp_raster","dimension extent",1
"vapour","vapour_warp_raster","dimension extent source_projection",1
"vapour","vapour_warp_raster","dimension extent transformation_options",1
"vapour","vapour_warp_raster","extent",1
"vapour","vapour_warp_raster_chr","dimension extent",1
"vapour","vapour_warp_raster_dbl","dimension extent",2
"vapour","vapour_warp_raster_dbl","dimension extent projection transformation_options",2
"vapour","vapour_warp_raster_hex","dimension extent",1
"vapour","vapour_warp_raster_int","dimension extent",2
"vapour","vapour_warp_raster_raw","dimension extent",2
"vapour","vapour_warp_raster_raw","bands dimension extent projection",1
"vapour","vapour_write_raster_block","band data dimension offset overwrite",5
"vapour","vapour_write_raster_block","band data dimension offset",2
"vapour","vector_vrt","projection",1
"vapour","vector_vrt","sql",1
